171002195	"plaintifi's	1915	1	1	1"
10964087	"Maures	1945	14	14	14"
251036373	"auspices	1860	2139	2081	704"
79572972	"galvanic	1898	1265	952	249"
271059160	"Helooked	1914	2	2	2"
193825305	"complete	1840	10859	10085	980"
241599395	"Gruber	1943	146	113	56"
158432172	"Paunch's	1895	1	1	1"
155191410	"Itome	1850	5	5	4"
154096197	"Guemsey	1995	21	10	5"
120002750	"ALt	1899	5	5	4"
110075613	"iria	1886	21	21	17"
171451083	"prude	1906	147	137	112"
111908307	"nynn	2008	1	1	1"
181581753	"Diskus	2003	324	154	46"
275372581	"Portere	1920	3	3	1"
72158419	"Roundabout's	1976	3	3	1"
55405251	"rigiments	1997	1	1	1"
146346314	"09525	1915	2	2	2"
92008860	"Be1inda	1973	1	1	1"
266403359	"Atlanten	2007	3	3	3"
142212025	"promoventur	1929	1	1	1"
193786118	"commenting	1918	1808	1789	1090"
73335304	"Straight	1911	3049	2533	1268"
130178442	"Rebinding	2001	17	16	13"
26660937	"sequencebased	2003	3	3	3"
15528488	"Tourne	1880	5	4	3"
232831829	"vestigating	1975	6	6	6"
182447302	"Fatty	1817	1	1	1"
42430768	"ROWELL	1987	52	37	16"
255245450	"icales	1879	1	1	1"
238858172	"Chalmas	1897	1	1	1"
152099073	"DUTIABLE	1896	6	6	2"
5502755	"Chlorococcus	1982	9	7	4"
217054302	"Polubinski	1851	1	1	1"
224126380	"effecT	1763	2	2	1"
12924750	"Practicer	1968	1	1	1"
167646435	"howeveri	1888	1	1	1"
160818024	"Substantiate	1915	1	1	1"
4016918	"BEAUVAIS	1889	8	7	5"
17565431	"assuagers	1830	2	2	2"
913899	"15376	1975	16	15	14"
158108393	"P1oneer	1921	1	1	1"
144563182	"tirS	1923	3	3	2"
236362927	"9.167	1878	1	1	1"
242801799	"JUGENDSTIL	2008	1	1	1"
236977781	"Altaian	2007	176	158	111"
214799336	"MANNI	1913	4	4	4"
276928906	"Sideoats	1963	1	1	1"
1511636	"24.8	1833	2	2	1"
71799947	"Radiochemists	2001	1	1	1"
57312375	"tromen	1817	1	1	1"
196480434	"hames	1929	23	21	18"
127319727	"Lullier	1967	19	16	3"
98769153	"Melkite	1947	12	12	9"
291198538	"wailed	1981	1256	1226	638"
85226877	"shoulcf	1991	1	1	1"
64926255	"Dioscorides's	1856	1	1	1"
283474174	"fulleth	1973	1	1	1"
241692759	"HAPPlNESS	1858	1	1	1"
90072780	"53776	2001	1	1	1"
290867258	"upun	1838	26	25	18"
290713433	"undervests	1988	3	3	3"
173461243	"teji	1966	1	1	1"
242955016	"Jouette	2005	47	45	19"
220850928	"Ynur	2004	17	11	10"
262154384	"weakend	1946	2	2	2"
56206306	"soupspoonfuls	2004	3	1	1"
206584879	"52848	1937	1	1	1"
121967342	"CYNARAE	1937	1	1	1"
169815958	"nativitatis	2008	1	1	1"
224590004	"exorcis	1901	2	2	2"
288168812	"ranges	1809	230	159	48"
72066501	"Ritscher	1876	7	7	4"
60842770	"54563	1898	1	1	1"
245533393	"Ornellas	1947	1	1	1"
265979397	"Alany	1969	9	7	4"
254064217	"ffth	1869	6	6	6"
92650162	"CHANDLER	1832	37	25	19"
198514539	"melismatic	1993	54	48	23"
136335320	"dift	1903	22	22	22"
169652742	"morteros	1969	2	2	2"
203587388	"varioue	1997	2	2	2"
115399499	"thys	2003	73	61	39"
265184601	"71680	1907	2	2	2"
56826671	"tepentance	1846	1	1	1"
284851500	"iroad	1979	2	2	2"
87247591	"vouchsafe	1976	174	171	148"
238697232	"Captives	1826	6	6	5"
114211242	"selfclosing	1947	3	3	3"
221675905	"arsenicale	1889	2	2	1"
98496427	"Malonet	1898	2	2	2"
124375837	"Forzani	1975	2	2	2"
14502733	"Simun	1961	1	1	1"
9150903	"InterBank	1992	5	5	5"
285052493	"judgmei	1876	1	1	1"
127524119	"MURMURING	1977	10	9	3"
235678416	"49673	1917	1	1	1"
103883410	"WHITEFRIARS	1874	2	2	2"
262126681	"warreth	1873	5	4	4"
129063662	"PHUS	1930	1	1	1"
